url,slug,name,force,grips,mechanic,primary_muscles,secondary_muscles,difficulty,equipment,exercise_type,description,instructions_html,images
https://musclewiki.com/exercise/bodyweight-reverse-lunge,bodyweight-reverse-lunge,Bodyweight Reverse Lunge,Push,None,Compound,Glutes | Quads,Glutes | Quads,Novice,Bodyweight,Bodyweight,Step-by-step guide for performing Bodyweight Reverse Lunge,,https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-reverse-lunge-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-reverse-lunge-front.jpg
https://musclewiki.com/exercise/bodyweight-reverse-step-up,bodyweight-reverse-step-up,Bodyweight Reverse Step Up,Push,None,Isolation,Quads,,Advanced,Bodyweight,Bodyweight,Step-by-step guide for performing Bodyweight Reverse Step Up,,https://media.musclewiki.com/media/uploads/og-male-barbell-reverse-step-up-front.jpg | https://media.musclewiki.com/media/uploads/og-male-bodyweight-reverse-step-up-side.jpg
https://musclewiki.com/exercise/bodyweight-single-leg-squat,bodyweight-single-leg-squat,Bodyweight Single Leg Squat,Push,None,Compound,Glutes | Quads,,Advanced,Bodyweight,Bodyweight,Step-by-step guide for performing Bodyweight Single Leg Squat,,https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-single-leg-squat-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-single-leg-squat-front.jpg
https://musclewiki.com/exercise/bodyweight-spinal-jefferson-curl,bodyweight-spinal-jefferson-curl,Bodyweight Spinal Jefferson Curl,Pull,Overhand,Isolation,Lower back,,Beginner,Bodyweight,Bodyweight,Step-by-step guide for performing Bodyweight Spinal Jefferson Curl,,https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-spinal-jefferson-curl-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-spinal-jefferson-curl-side.jpg
https://musclewiki.com/exercise/bodyweight-staggered-waiters-bow,bodyweight-staggered-waiters-bow,Bodyweight Staggered Waiters Bow,Pull,Overhand,Compound,Glutes | Gluteus Maximus | Hamstrings | Lateral Hamstrings,Lower back,Intermediate,Bodyweight,Bodyweight,Step-by-step guide for performing Bodyweight Staggered Waiters Bow,,https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-staggered-waiters-bow-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-staggered-waiters-bow-side.jpg
https://musclewiki.com/exercise/bodyweight-superman-pull,bodyweight-superman-pull,Bodyweight Superman Pull,Pull,Neutral,Isolation,Lower back,,Novice,Bodyweight,Bodyweight,Step-by-step guide for performing Bodyweight Superman Pull,,https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-superman-pull-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-superman-pull-side.jpg
https://musclewiki.com/exercise/bodyweight-tricep-extension,bodyweight-tricep-extension,Bodyweight Tricep Extension,Push,Overhand,Compound,Triceps,,Intermediate,Bodyweight,Bodyweight,Step-by-step guide for performing Bodyweight Tricep Extension,,https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-tricep-extension-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-tricep-extension-side.jpg
https://musclewiki.com/exercise/bodyweight-waiters-bow,bodyweight-waiters-bow,Bodyweight Waiters Bow,Pull,,Compound,Glutes | Gluteus Maximus | Hamstrings | Lateral Hamstrings,Lower back,Beginner,Bodyweight,Bodyweight,Step-by-step guide for performing Bodyweight Waiters Bow,,https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-waiters-bow-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bodyweight-waiters-bow-front.jpg
https://musclewiki.com/exercise/bosu-ball-burpee,bosu-ball-burpee,Bosu Ball Burpee,Push,,Compound,Glutes | Quads,Chest,Intermediate,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Burpee,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-bosu-ball-burpee-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-bosu-ball-burpee-side.jpg
https://musclewiki.com/exercise/bosu-ball-calf-raise,bosu-ball-calf-raise,Bosu Ball Calf Raise,Push,,Isolation,Calves,,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Calf Raise,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-calf-raise-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-calf-raise-side.jpg
https://musclewiki.com/exercise/bosu-ball-curl,bosu-ball-curl,Bosu Ball Curl,Pull,,Isolation,Biceps,,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Curl,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-curl-front_FmsNAsO.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-curl-side_XYJteLs.png
https://musclewiki.com/exercise/bosu-ball-feet-elevated-glute-bridge,bosu-ball-feet-elevated-glute-bridge,Bosu Ball Feet Elevated Glute Bridge,Push,,Compound,Glutes,Lower back,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Feet Elevated Glute Bridge,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-feet-elevated-glute-bridge-front_FjMXah1.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-feet-elevated-glute-bridge-side_FhBTmx1.png
https://musclewiki.com/exercise/bosu-ball-forearm-plank,bosu-ball-forearm-plank,Bosu Ball Forearm Plank,Hold,,Compound,Abdominals,,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Forearm Plank,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-bosu-ball-forearm-plank-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-bosu-ball-forearm-plank-side.jpg
https://musclewiki.com/exercise/bosu-ball-forearm-sideplank,bosu-ball-forearm-sideplank,Bosu Ball Forearm Sideplank,Hold,,Compound,Obliques,,Intermediate,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Forearm Sideplank,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-forearm-sideplank-front_6pHwKdP.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-forearm-sideplank-side_RuGct5a.png
https://musclewiki.com/exercise/bosu-ball-front-raise,bosu-ball-front-raise,Bosu Ball Front Raise,Push,,Isolation,Anterior Deltoid | Front Shoulders,,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Front Raise,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-front-raise-front_QktL8LA.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-front-raise-side_jXYfCx0.png
https://musclewiki.com/exercise/bosu-ball-half-burpee,bosu-ball-half-burpee,Bosu Ball Half Burpee,Push,,Compound,Glutes,Quads,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Half Burpee,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-half-burpee-front_SpjeWVR.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-half-burpee-side_01AJsuc.png
https://musclewiki.com/exercise/bosu-ball-hand-plank,bosu-ball-hand-plank,Bosu Ball Hand Plank,Hold,Neutral,Compound,Abdominals,,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Hand Plank,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-bosu-ball-hand-plank-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-bosu-ball-hand-plank-side.jpg
https://musclewiki.com/exercise/bosu-ball-hand-sideplank,bosu-ball-hand-sideplank,Bosu Ball Hand Sideplank,Hold,Neutral,Compound,Obliques,,Intermediate,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Hand Sideplank,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-hand-sideplank-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-hand-sideplank-front.jpg
https://musclewiki.com/exercise/bosu-ball-hand-sideplank-hip-abduction,bosu-ball-hand-sideplank-hip-abduction,Bosu Ball Hand Sideplank Hip Abduction,Push,Neutral,Compound,Obliques,Gluteus Medius,Advanced,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Hand Sideplank Hip Abduction,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-hand-sideplank-hip-abduction-front_KDDTQhN.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-hand-sideplank-hip-abduction-side_nEwMAHi.png
https://musclewiki.com/exercise/bosu-ball-hip-thrust,bosu-ball-hip-thrust,Bosu Ball Hip Thrust,Push,None,Compound,Glutes,Lower back,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Hip Thrust,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-bosu-ball-hip-thrust-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-bosu-ball-hip-thrust-side.jpg
https://musclewiki.com/exercise/bosu-ball-lateral-lunge,bosu-ball-lateral-lunge,Bosu Ball Lateral Lunge,Push,None,Compound,Quads,Gluteus Medius,Intermediate,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Lateral Lunge,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-bosu-ball-lateral-lunge-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-bosu-ball-lateral-lunge-side.jpg
https://musclewiki.com/exercise/bosu-ball-offset-pushup,bosu-ball-offset-pushup,Bosu Ball Offset Pushup,Push,"Overhand, Neutral",Compound,Chest,Triceps,Intermediate,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Offset Pushup,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-offset-pushup-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-offset-pushup-side.jpg
https://musclewiki.com/exercise/bosu-ball-pike-pushup,bosu-ball-pike-pushup,Bosu Ball Pike Pushup,Push,Neutral,Compound,Shoulders | Anterior Deltoid | Front Shoulders,Triceps,Intermediate,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Pike Pushup,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-bosu-ball-pike-pushup-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-bosu-ball-pike-pushup-side.jpg
https://musclewiki.com/exercise/bosu-ball-pike-shrug,bosu-ball-pike-shrug,Bosu Ball Pike Shrug,Push,Neutral,Isolation,Traps,,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Pike Shrug,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-pike-shrug-side_NiaXioG.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-pike-shrug-front_WawpOWs.png
https://musclewiki.com/exercise/bosu-ball-plank-glute-kickback,bosu-ball-plank-glute-kickback,Bosu Ball Plank Glute Kickback,Push,Neutral,Compound,Glutes,Abdominals,Intermediate,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Plank Glute Kickback,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-plank-glute-kickback-front_i0rkqwq.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-plank-glute-kickback-side_p8l0aNK.png
https://musclewiki.com/exercise/bosu-ball-pullover,bosu-ball-pullover,Bosu Ball Pullover,Pull,Neutral,Isolation,Lats,,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Pullover,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-pullover-front_MJGAVbX.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-pullover-side_kowUT35.png
https://musclewiki.com/exercise/bosu-ball-pushup,bosu-ball-pushup,Bosu Ball Pushup,Push,Neutral,Compound,Chest,Triceps,Intermediate,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Pushup,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-pushup-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-pushup-side.jpg
https://musclewiki.com/exercise/bosu-ball-reverse-lunge,bosu-ball-reverse-lunge,Bosu Ball Reverse Lunge,Push,None,Compound,Glutes | Quads,,Intermediate,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Reverse Lunge,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-reverse-lunge-front_Q6ScHtF.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-reverse-lunge-side_mo0QxsD.png
https://musclewiki.com/exercise/bosu-ball-row,bosu-ball-row,Bosu Ball Row,Pull,Neutral,Compound,Lats,Biceps,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Row,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-row-front_IaQd7Es.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-row-side_sSUkObX.png
https://musclewiki.com/exercise/bosu-ball-single-leg-elevated-glute-bridge,bosu-ball-single-leg-elevated-glute-bridge,Bosu Ball Single Leg Elevated Glute Bridge,Push,None,Compound,Glutes,Lower back,Intermediate,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Single Leg Elevated Glute Bridge,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-single-leg-elevated-glute-bridge-front_pIQkDTG.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-single-leg-elevated-glute-bridge-side_x5EuSPK.png
https://musclewiki.com/exercise/bosu-ball-single-leg-hip-thrust,bosu-ball-single-leg-hip-thrust,Bosu Ball Single Leg Hip Thrust,Push,None,Compound,Glutes,Lower back,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Single Leg Hip Thrust,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-hip-thrust-front_fyBlCJ5.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-hip-thrust-side_evQKCie.png
https://musclewiki.com/exercise/bosu-ball-situp,bosu-ball-situp,Bosu Ball Situp,Push,Neutral,Isolation,Abdominals,Upper Abdominals,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Situp,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-situp-front_2NGpf9G.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-situp-side_L7gyOC3.png
https://musclewiki.com/exercise/bosu-ball-split-squat,bosu-ball-split-squat,Bosu Ball Split Squat,Push,None,Compound,Glutes | Quads,,Intermediate,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Split Squat,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-split-squat-front_0bebNZz.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-split-squat-side_pF5PK7h.png
https://musclewiki.com/exercise/bosu-ball-squat,bosu-ball-squat,Bosu Ball Squat,Push,None,Compound,Glutes | Quads,,Novice,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Squat,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-squat-front_lSEcVQW.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-squat-side_fKchOS3.png
https://musclewiki.com/exercise/bosu-ball-superman,bosu-ball-superman,Bosu Ball Superman,Pull,None,Isolation,Lower back,,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Superman,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-superman-front_FN3dAql.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-superman-side_ksvhGeF.png
https://musclewiki.com/exercise/bosu-ball-toe-tap,bosu-ball-toe-tap,Bosu Ball Toe Tap,Push,None,Compound,Abdominals | Lower Abdominals,,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Toe Tap,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-toe-tap-front_523p56i.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-toe-tap-side_aRyY9dv.png
https://musclewiki.com/exercise/bosu-ball-up-and-over,bosu-ball-up-and-over,Bosu Ball Up And Over,Push,None,Isolation,Abdominals,Lower Abdominals,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Up And Over,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-up-and-over-front_WzjQgsF.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-up-and-over-side_zIU0sdx.png
https://musclewiki.com/exercise/bosu-ball-walkover-pushup,bosu-ball-walkover-pushup,Bosu Ball Walkover Pushup,Push,Neutral,Compound,Chest,Triceps,Intermediate,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Walkover Pushup,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-walkover-pushup-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-walkover-pushup-front.jpg
https://musclewiki.com/exercise/bosu-ball-wood-chopper,bosu-ball-wood-chopper,Bosu Ball Wood Chopper,Pull,Neutral,Isolation,Obliques,,Beginner,Bodyweight,Bosu-Ball,Step-by-step guide for performing Bosu Ball Wood Chopper,,https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-wood-chopper-front_8b6Ebf2.png | https://media.musclewiki.com/media/uploads/og-male-Bosu-Ball-wood-chopper-side_6Gi8Ye9.png
https://musclewiki.com/exercise/bosu-serratus-activation-active-plank,bosu-serratus-activation-active-plank,Bosu Serratus Activation Active Plank,Hold,None,Isolation,Abdominals | Chest,,Novice,Bodyweight,Recovery,Step-by-step guide for performing Bosu Serratus Activation Active Plank,,https://media.musclewiki.com/media/uploads/og-male-Recovery-seratus-activation-4-plank-active-bosu-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Recovery-seratus-activation-4-plank-active-bosu-front.jpg
https://musclewiki.com/exercise/bosu-serratus-activation-plank,bosu-serratus-activation-plank,Bosu Serratus Activation Plank,Hold,None,Isolation,Chest,,Novice,Bodyweight,Recovery,Step-by-step guide for performing Bosu Serratus Activation Plank,,https://media.musclewiki.com/media/uploads/og-male-Recovery-seratus-activation-2-plank-isometric-bosu-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Recovery-seratus-activation-2-plank-isometric-bosu-front.jpg
https://musclewiki.com/exercise/box-dips,box-dips,Box Dips,Push,Overhand,Compound,Chest,Triceps,Intermediate,Bodyweight,Bodyweight,Step-by-step guide for performing Box Dips,,https://media.musclewiki.com/media/uploads/og-male-Bodyweight-dips-front_NNVDdsi.jpg | https://media.musclewiki.com/media/uploads/og-male-Bodyweight-dips-side_LGv4umu.jpg
https://musclewiki.com/exercise/box-jump,box-jump,Box Jump,Push,,Compound,Glutes | Quads,,Beginner,Bodyweight,Bodyweight,Step-by-step guide for performing Box Jump,,https://media.musclewiki.com/media/uploads/og-male-Bodyweight-box-jump-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Bodyweight-box-jump-front.jpg
https://musclewiki.com/exercise/bulgarian-split-squat,bulgarian-split-squat,Bulgarian Split Squat,Push,,Compound,Glutes | Quads,,Beginner,Bodyweight,Bodyweight,Step-by-step guide for performing Bulgarian Split Squat,,https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bulgarian-split-squat-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Bodyweight-bulgarian-split-squat-side.jpg
https://musclewiki.com/exercise/burpee,burpee,Burpee,Push,Overhand,Compound,Abdominals | Chest,Quads,Intermediate,Bodyweight,Bodyweight,Step-by-step guide for performing Burpee,,https://media.musclewiki.com/media/uploads/og-male-bodyweight-burpee-front.jpg | https://media.musclewiki.com/media/uploads/og-male-bodyweight-burpee-side.jpg
https://musclewiki.com/exercise/butt-kick,butt-kick,Butt Kick,Pull,None,Compound,Hamstrings,,Novice,Bodyweight,Cardio,Step-by-step guide for performing Butt Kick,,https://media.musclewiki.com/media/uploads/og-male-Cardio-butt-kick-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Cardio-butt-kick-front.jpg
https://musclewiki.com/exercise/cable-bar-calve-raise,cable-bar-calve-raise,Cable Bar Calve Raise,Push,Overhand,Isolation,Calves | Gastrocnemius,,Novice,Bodyweight,Cables,Step-by-step guide for performing Cable Bar Calve Raise,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-calf-raise-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-calf-raise-front.jpg
https://musclewiki.com/exercise/cable-bar-curl,cable-bar-curl,Cable Bar Curl,Pull,Underhand,Isolation,Biceps | Long Head Bicep | Short Head Bicep,,Novice,Bodyweight,Cables,Step-by-step guide for performing Cable Bar Curl,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-curl-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-curl-side.jpg
https://musclewiki.com/exercise/cable-bar-face-pull,cable-bar-face-pull,Cable Bar Face Pull,Pull,Overhand,Isolation,Shoulders | Posterior Deltoid | Rear Shoulders,,Novice,Bodyweight,Cables,Step-by-step guide for performing Cable Bar Face Pull,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-face-pull-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-face-pull-front.jpg
https://musclewiki.com/exercise/cable-bar-front-raise,cable-bar-front-raise,Cable Bar Front Raise,Push,Overhand,Isolation,Shoulders | Anterior Deltoid | Front Shoulders,,Novice,Bodyweight,Cables,Step-by-step guide for performing Cable Bar Front Raise,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-front-raise-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-front-raise-front.jpg
https://musclewiki.com/exercise/cable-bar-kneeling-crunch,cable-bar-kneeling-crunch,Cable Bar Kneeling Crunch,Pull,Neutral,Isolation,Abdominals,,Beginner,Bodyweight,Cables,Step-by-step guide for performing Cable Bar Kneeling Crunch,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-kneeling-crunch-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-kneeling-crunch-side.jpg
https://musclewiki.com/exercise/cable-bar-pushdown,cable-bar-pushdown,Cable Bar Pushdown,Push,Overhand,Isolation,Triceps,,Novice,Bodyweight,Cables,Step-by-step guide for performing Cable Bar Pushdown,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-pushdown-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-pushdown-side.jpg
https://musclewiki.com/exercise/cable-bar-reverse-grip-curl,cable-bar-reverse-grip-curl,Cable Bar Reverse Grip Curl,Pull,"Overhand, Underhand",Isolation,Forearms,Biceps,Novice,Bodyweight,Cables,Step-by-step guide for performing Cable Bar Reverse Grip Curl,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-reverse-grip-curl-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-reverse-grip-curl-side.jpg
https://musclewiki.com/exercise/cable-bar-reverse-grip-pushdown,cable-bar-reverse-grip-pushdown,Cable Bar Reverse Grip Pushdown,Push,Overhand,Isolation,Triceps,,Beginner,Bodyweight,Cables,Step-by-step guide for performing Cable Bar Reverse Grip Pushdown,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-reverse-grip-pushdown-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-reverse-grip-pushdown-side.jpg
https://musclewiki.com/exercise/cable-bar-rolling-pushdown,cable-bar-rolling-pushdown,Cable Bar Rolling Pushdown,Push,Overhand,Isolation,Triceps,,Novice,Bodyweight,Cables,Step-by-step guide for performing Cable Bar Rolling Pushdown,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-rolling-pushdown-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-rolling-pushdown-front.jpg
https://musclewiki.com/exercise/cable-bar-skullcrusher,cable-bar-skullcrusher,Cable Bar Skullcrusher,Push,Neutral,Isolation,Triceps | Long Head Tricep,,Beginner,Bodyweight,Cables,Step-by-step guide for performing Cable Bar Skullcrusher,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-skullcrusher-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-skullcrusher-front.jpg
https://musclewiki.com/exercise/cable-bar-staggered-romanian-deadlift,cable-bar-staggered-romanian-deadlift,Cable Bar Staggered Romanian Deadlift,Pull,Overhand,Compound,Glutes | Gluteus Maximus | Hamstrings | Lateral Hamstrings,Lower back,Intermediate,Bodyweight,Cables,Step-by-step guide for performing Cable Bar Staggered Romanian Deadlift,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-staggered-romanian-deadlift-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bar-staggered-romanian-deadlift-side.jpg
https://musclewiki.com/exercise/cable-behind-the-back-lateral-raise,cable-behind-the-back-lateral-raise,Cable Behind The Back Lateral Raise,Push,Overhand,Isolation,Shoulders | Lateral Deltoid | Front Shoulders,,Beginner,Bodyweight,Cables,Step-by-step guide for performing Cable Behind The Back Lateral Raise,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-behind-the-back-lateral-raise-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-behind-the-back-lateral-raise-front.jpg
https://musclewiki.com/exercise/cable-belt-calf-raise,cable-belt-calf-raise,Cable Belt Calf Raise,Push,None,Isolation,Calves | Gastrocnemius,,Novice,Bodyweight,Cables,Step-by-step guide for performing Cable Belt Calf Raise,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-belt-calf-raise-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-belt-calf-raise-front.jpg
https://musclewiki.com/exercise/cable-belt-split-squat,cable-belt-split-squat,Cable Belt Split Squat,Push,None,Compound,Quads,Glutes,Beginner,Bodyweight,Cables,Step-by-step guide for performing Cable Belt Split Squat,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-belt-split-squat-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-belt-split-squat-front.jpg
https://musclewiki.com/exercise/cable-belt-squat,cable-belt-squat,Cable Belt Squat,Push,None,Compound,Quads,Glutes,Beginner,Bodyweight,Cables,Step-by-step guide for performing Cable Belt Squat,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-belt-squat-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-belt-squat-front.jpg
https://musclewiki.com/exercise/cable-bench-press,cable-bench-press,Cable Bench Press,Push,Overhand,Compound,Chest,Triceps,Novice,Bodyweight,Cables,Step-by-step guide for performing Cable Bench Press,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bench-press-side.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bench-press-front.jpg
https://musclewiki.com/exercise/cable-bench-straight-leg-kickback,cable-bench-straight-leg-kickback,Cable Bench Straight Leg Kickback,Push,None,Compound,Glutes,Lower back,Beginner,Bodyweight,Cables,Step-by-step guide for performing Cable Bench Straight Leg Kickback,,https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bench-straight-leg-kickback-front.jpg | https://media.musclewiki.com/media/uploads/og-male-Cables-cable-bench-straight-leg-kickback-side.jpg
